epoch,dice_coefficient,learning_rate,loss,mean_iou,pixel_accuracy,val_dice_coefficient,val_loss,val_mean_iou,val_pixel_accuracy
0,0.5624921917915344,9.999999747378752e-05,0.3416268527507782,0.5739754438400269,0.8191877007484436,0.5019319653511047,0.48478806018829346,0.4894610047340393,0.7691484093666077
1,0.6821140050888062,9.999999747378752e-05,0.2519253194332123,0.656889796257019,0.86827152967453,0.6231290102005005,0.3312145173549652,0.6106894612312317,0.8304247856140137
2,0.7241294384002686,9.999999747378752e-05,0.22164681553840637,0.6852626800537109,0.8832560181617737,0.6646003127098083,0.2883988916873932,0.6347905993461609,0.84423828125
3,0.7472501397132874,9.999999747378752e-05,0.20404914021492004,0.7037063837051392,0.8920031189918518,0.6948562860488892,0.2853495478630066,0.668924868106842,0.8689994215965271
4,0.764753520488739,9.999999747378752e-05,0.1899433135986328,0.7195167541503906,0.8987897038459778,0.7153240442276001,0.24642328917980194,0.6829967498779297,0.8762967586517334
5,0.777862548828125,9.999999747378752e-05,0.17963799834251404,0.7308738231658936,0.9047078490257263,0.7303329110145569,0.25830069184303284,0.6902004480361938,0.8797937035560608
6,0.7906138300895691,9.999999747378752e-05,0.1691133826971054,0.7440410852432251,0.9104450345039368,0.7413724660873413,0.23815302550792694,0.7016581892967224,0.887466311454773
7,0.8001946806907654,9.999999747378752e-05,0.16160310804843903,0.7532534003257751,0.9151456952095032,0.7463283538818359,0.23328933119773865,0.7058595418930054,0.888292133808136
8,0.8095427751541138,9.999999747378752e-05,0.15395647287368774,0.7633799314498901,0.9198170900344849,0.7440780401229858,0.23169337213039398,0.699729859828949,0.8828401565551758
9,0.8174037933349609,9.999999747378752e-05,0.14788523316383362,0.7696605324745178,0.922502338886261,0.7541305422782898,0.24013228714466095,0.711495041847229,0.8910312056541443
10,0.8242523670196533,9.999999747378752e-05,0.14224642515182495,0.7770540118217468,0.9257479310035706,0.7569922804832458,0.23504845798015594,0.7127317786216736,0.8934632539749146
11,0.8303259611129761,9.999999747378752e-05,0.13733763992786407,0.7832106947898865,0.9283384680747986,0.7542334198951721,0.23023000359535217,0.7077897787094116,0.89177006483078
12,0.8364623785018921,9.999999747378752e-05,0.13207221031188965,0.7897892594337463,0.9309296011924744,0.755582869052887,0.2328929305076599,0.7074326276779175,0.8920289874076843
13,0.8387038707733154,9.999999747378752e-05,0.13021892309188843,0.7918217778205872,0.9315810799598694,0.7564323544502258,0.22918684780597687,0.7082211971282959,0.8898192644119263
14,0.8460098505020142,9.999999747378752e-05,0.12438761442899704,0.7995680570602417,0.9351322650909424,0.755286693572998,0.24332746863365173,0.7081201076507568,0.8860899806022644
15,0.8511254191398621,9.999999747378752e-05,0.12011193484067917,0.8047923445701599,0.9370956420898438,0.7544093728065491,0.24917063117027283,0.7081623077392578,0.8838802576065063
16,0.8551391959190369,9.999999747378752e-05,0.1169189065694809,0.8088065981864929,0.9384586811065674,0.7623435258865356,0.2427198588848114,0.712822675704956,0.8916774392127991
17,0.8588318228721619,9.999999747378752e-05,0.11382376402616501,0.8123294115066528,0.940051257610321,0.7624425292015076,0.2437516748905182,0.7113032341003418,0.8902418613433838
18,0.8619327545166016,9.999999747378752e-05,0.11135855317115784,0.8155388236045837,0.9411710500717163,0.7665393948554993,0.24662348628044128,0.7148839235305786,0.8956525921821594
19,0.8722884654998779,4.999999873689376e-05,0.10224703699350357,0.828597903251648,0.9465059041976929,0.7735157608985901,0.240596741437912,0.7234792709350586,0.899114191532135
