epoch,dice_coefficient,learning_rate,loss,mean_iou,pixel_accuracy,val_dice_coefficient,val_loss,val_mean_iou,val_pixel_accuracy
0,0.39202067255973816,9.999999747378752e-05,0.5002799034118652,0.3491671681404114,0.6491909623146057,0.6011093258857727,0.3506568670272827,0.5944972634315491,0.8429223895072937
1,0.44573864340782166,9.999999747378752e-05,0.4534871578216553,0.38637280464172363,0.6860014200210571,0.6480400562286377,0.2897816002368927,0.6196404695510864,0.8512853384017944
2,0.461893767118454,9.999999747378752e-05,0.43876078724861145,0.399055540561676,0.6965157389640808,0.6695635914802551,0.26432502269744873,0.6444120407104492,0.8564980626106262
3,0.4639001786708832,9.999999747378752e-05,0.43675166368484497,0.40060150623321533,0.6988001465797424,0.6523948907852173,0.27934858202934265,0.6097398996353149,0.841350257396698
4,0.46708953380584717,9.999999747378752e-05,0.43406641483306885,0.40356507897377014,0.7005293369293213,0.6869112253189087,0.250896692276001,0.6470621228218079,0.8635092973709106
5,0.46891701221466064,9.999999747378752e-05,0.4320736527442932,0.4047420620918274,0.7023758292198181,0.6812264323234558,0.24906013906002045,0.6472486257553101,0.8635985851287842
6,0.4676916003227234,9.999999747378752e-05,0.4327487349510193,0.40321409702301025,0.701331377029419,0.6786753535270691,0.24254079163074493,0.6437382102012634,0.8495778441429138
7,0.4744047522544861,9.999999747378752e-05,0.4270373582839966,0.41022902727127075,0.7071835994720459,0.7098273038864136,0.23774327337741852,0.6763679385185242,0.8785750865936279
8,0.47713562846183777,9.999999747378752e-05,0.42497923970222473,0.41192299127578735,0.7096560001373291,0.6954964399337769,0.2408197671175003,0.6552201509475708,0.8652686476707458
9,0.477039635181427,9.999999747378752e-05,0.4236848056316376,0.4117709696292877,0.7077804803848267,0.7103195190429688,0.22685712575912476,0.6793273687362671,0.8747841715812683
10,0.47694408893585205,9.999999747378752e-05,0.4242325723171234,0.41240429878234863,0.7094842195510864,0.7061564326286316,0.23492960631847382,0.6652973890304565,0.8690797686576843
11,0.48012712597846985,9.999999747378752e-05,0.42110151052474976,0.4152899980545044,0.711101770401001,0.6911948919296265,0.23659059405326843,0.6449297666549683,0.8555600047111511
12,0.47883033752441406,9.999999747378752e-05,0.421932578086853,0.41281580924987793,0.708902895450592,0.7164999842643738,0.22081053256988525,0.678704559803009,0.8718162775039673
13,0.4800976514816284,9.999999747378752e-05,0.4210849702358246,0.41499248147010803,0.7115781903266907,0.705161988735199,0.22876068949699402,0.6656017303466797,0.866402804851532
